Order_ID,Date,Time,Month,Day,Customer_ID,Customer_Type,Gender,Age,Table_No,Waiter,Category,Item,Quantity,Unit_Price,Sales,Discount,Tax,Total_Bill,Payment_Method,Order_Type,Rating,Profit
ORD00873,30-08-2025,01:50:35,August,Saturday,CUST7378,New,Male,47,12,Emma,Starters,Chicken Wings,1,8.99,8.99,1,1.6,9.59,Card,Takeaway,5,3.06
ORD00874,13-04-2025,21:33:40,April,Sunday,CUST8555,Returning,Male,61,20,Emily,Desserts,Ice Cream,3,4.99,14.97,0.15,2.96,17.78,Card,Dine-in,4,3.77
ORD00875,14-09-2025,01:07:32,September,Sunday,CUST2144,New,Male,61,14,Emily,Starters,Chicken Wings,2,8.99,17.98,0.66,3.46,20.78,Google Pay,Dine-in,4,6.21
ORD00876,14-05-2025,18:31:25,May,Wednesday,CUST5799,Returning,Male,41,13,Emily,Starters,Spring Rolls,4,6.99,27.96,2.02,5.19,31.13,Google Pay,Dine-in,3,9.31
ORD00877,16-03-2025,03:12:49,March,Sunday,CUST6567,New,Male,48,7,Michael,Desserts,Cheesecake,1,6.99,6.99,0.76,1.25,7.48,Cash,Takeaway,5,1.9
ORD00878,22-12-2025,22:03:24,December,Monday,CUST6610,Returning,Female,39,15,Michael,Starters,Soup,4,5.99,23.96,2.7,4.25,25.51,Online,Takeaway,5,7.73
ORD00879,19-01-2025,22:14:27,January,Sunday,CUST7076,Returning,Female,37,6,Michael,Main Course,Butter Chicken,5,15.99,79.95,3.46,15.3,91.79,Google Pay,Delivery,4,21.66
ORD00880,11-12-2025,03:32:28,December,Thursday,CUST7295,Returning,Male,19,7,Michael,Desserts,Ice Cream,2,4.99,9.98,0.22,1.95,11.71,Card,Delivery,3,2.87
ORD00881,13-05-2025,08:15:01,May,Tuesday,CUST7649,Returning,Male,40,5,Olivia,Desserts,Cheesecake,5,6.99,34.95,3.91,6.21,37.25,Online,Takeaway,4,12.4
ORD00882,06-09-2025,15:58:13,September,Saturday,CUST2060,Returning,Male,37,7,Emma,Main Course,Fish & Chips,2,17.99,35.98,2.61,6.67,40.04,Card,Takeaway,5,10.24
ORD00883,03-03-2025,09:17:42,March,Monday,CUST1199,New,Male,41,2,David,Main Course,Burger,4,11.99,47.96,3.3,8.93,53.59,Cash,Takeaway,5,17.28
ORD00884,04-02-2025,20:03:38,February,Tuesday,CUST2301,New,Female,54,17,Emma,Desserts,Cheesecake,5,6.99,34.95,4.44,6.1,36.61,Card,Takeaway,5,10.09
ORD00885,04-04-2025,21:38:25,April,Friday,CUST5354,Returning,Male,65,7,Sophia,Main Course,Paneer Butter Masala,4,13.99,55.96,1.49,10.89,65.36,Card,Delivery,4,21.62
ORD00886,01-02-2025,07:56:54,February,Saturday,CUST8606,New,Male,38,3,Emma,Main Course,Paneer Butter Masala,2,13.99,27.98,2.46,5.1,30.62,Google Pay,Dine-in,4,8.61
ORD00887,12-02-2025,15:27:21,February,Wednesday,CUST8982,Returning,Male,55,14,Sophia,Drinks,Coffee,1,3.99,3.99,0.32,0.73,4.4,Google Pay,Delivery,3,1.04
ORD00888,29-10-2025,04:17:45,October,Wednesday,CUST9070,New,Female,50,16,Michael,Drinks,Coke,3,2.99,8.97,1.02,1.59,9.54,Apple Pay,Takeaway,5,2.7
ORD00889,08-05-2025,13:53:24,May,Thursday,CUST2826,New,Female,18,11,Emily,Desserts,Brownie,5,5.99,29.95,2.26,5.54,33.23,Google Pay,Dine-in,3,9.52
ORD00890,03-02-2025,09:58:22,February,Monday,CUST9824,New,Male,24,8,Emma,Drinks,Tea,1,2.49,2.49,0.35,0.43,2.57,Apple Pay,Delivery,4,0.68
ORD00891,13-06-2025,21:04:17,June,Friday,CUST3532,Returning,Male,30,13,Daniel,Drinks,Coke,3,2.99,8.97,1.25,1.54,9.26,Card,Delivery,5,2.17
ORD00892,22-03-2025,12:00:06,March,Saturday,CUST5413,New,Female,48,10,Olivia,Desserts,Cheesecake,4,6.99,27.96,2.74,5.04,30.26,Card,Takeaway,4,9.29
ORD00893,01-07-2025,15:48:39,July,Tuesday,CUST7834,New,Female,21,14,Olivia,Desserts,Brownie,3,5.99,17.97,1.15,3.36,20.18,Card,Takeaway,4,5.2
ORD00894,10-01-2025,23:37:26,January,Friday,CUST6273,Returning,Female,38,18,Emma,Main Course,Paneer Butter Masala,3,13.99,41.97,1.86,8.02,48.13,Card,Delivery,5,12.27
ORD00895,14-08-2025,08:01:16,August,Thursday,CUST8859,Returning,Male,60,13,Emily,Desserts,Ice Cream,1,4.99,4.99,0.18,0.96,5.77,Card,Takeaway,5,1.44
ORD00896,28-10-2025,01:13:09,October,Tuesday,CUST9812,Returning,Female,36,4,Emily,Drinks,Coke,1,2.99,2.99,0.03,0.59,3.55,Card,Delivery,3,0.89
ORD00897,16-06-2025,11:28:00,June,Monday,CUST2441,Returning,Male,38,19,Michael,Drinks,Coffee,2,3.99,7.98,0.71,1.45,8.72,Online,Delivery,4,2.44
ORD00898,20-12-2025,02:57:16,December,Saturday,CUST6143,Returning,Female,65,7,Daniel,Starters,Garlic Bread,1,4.99,4.99,0.65,0.87,5.21,Apple Pay,Takeaway,3,1.54
ORD00899,24-08-2025,10:14:01,August,Sunday,CUST5183,New,Male,25,14,David,Desserts,Brownie,2,5.99,11.98,1.22,2.15,12.91,Google Pay,Takeaway,3,3.83
ORD00900,28-09-2025,01:25:31,September,Sunday,CUST9261,Returning,Female,36,19,Olivia,Starters,Chicken Wings,1,8.99,8.99,0.76,1.65,9.88,Cash,Delivery,3,3.29
ORD00901,17-10-2025,08:59:36,October,Friday,CUST2437,Returning,Male,22,14,Michael,Starters,Spring Rolls,5,6.99,34.95,0.83,6.82,40.94,Google Pay,Takeaway,5,11.16
ORD00902,19-03-2025,15:13:15,March,Wednesday,CUST9646,Returning,Male,43,19,Michael,Desserts,Ice Cream,2,4.99,9.98,0.97,1.8,10.81,Cash,Delivery,4,2.71
ORD00903,10-01-2025,04:01:46,January,Friday,CUST4651,Returning,Female,59,7,Olivia,Starters,Garlic Bread,3,4.99,14.97,0.96,2.8,16.81,Online,Dine-in,3,4.05
ORD00904,17-03-2025,18:55:17,March,Monday,CUST1646,New,Female,22,11,Olivia,Main Course,Pizza,2,16.99,33.98,0.51,6.69,40.16,Card,Delivery,3,11.05
ORD00905,14-04-2025,18:20:52,April,Monday,CUST4559,Returning,Male,26,15,Sophia,Desserts,Ice Cream,4,4.99,19.96,2.97,3.4,20.39,Google Pay,Dine-in,4,4.84
ORD00906,17-04-2025,15:07:08,April,Thursday,CUST7234,New,Male,29,17,Sophia,Drinks,Coke,4,2.99,11.96,0.79,2.23,13.4,Card,Dine-in,3,3.13
ORD00907,08-09-2025,03:15:56,September,Monday,CUST2487,Returning,Female,34,17,Sophia,Desserts,Cheesecake,3,6.99,20.97,1.31,3.93,23.59,Google Pay,Dine-in,3,5.54
ORD00908,14-07-2025,16:39:21,July,Monday,CUST2069,Returning,Female,32,3,David,Drinks,Fresh Juice,1,4.49,4.49,0.24,0.85,5.1,Google Pay,Dine-in,4,1.67
ORD00909,28-11-2025,16:47:15,November,Friday,CUST1151,New,Male,26,16,James,Desserts,Ice Cream,2,4.99,9.98,1.27,1.74,10.45,Cash,Delivery,3,2.41
ORD00910,05-12-2025,20:16:59,December,Friday,CUST3824,New,Male,65,6,Olivia,Desserts,Brownie,5,5.99,29.95,1.86,5.62,33.71,Cash,Dine-in,3,7.69
ORD00911,12-09-2025,09:00:07,September,Friday,CUST5344,Returning,Male,19,11,James,Main Course,Pizza,4,16.99,67.96,6.37,12.32,73.91,Google Pay,Dine-in,5,23.8
ORD00912,15-03-2025,05:53:21,March,Saturday,CUST9604,New,Male,24,1,Olivia,Drinks,Coke,5,2.99,14.95,0.85,2.82,16.92,Card,Dine-in,4,4.79
ORD00913,03-02-2025,10:07:14,February,Monday,CUST9793,Returning,Male,56,1,Michael,Starters,Soup,4,5.99,23.96,3.53,4.09,24.52,Google Pay,Takeaway,4,7.73
ORD00914,07-03-2025,12:08:19,March,Friday,CUST2579,Returning,Female,65,19,Emma,Desserts,Cheesecake,5,6.99,34.95,1.92,6.61,39.64,Card,Dine-in,5,11.3
ORD00915,08-03-2025,01:49:54,March,Saturday,CUST5625,New,Male,32,9,Daniel,Main Course,Paneer Butter Masala,1,13.99,13.99,1.56,2.49,14.92,Apple Pay,Takeaway,5,4.44
ORD00916,25-08-2025,01:22:37,August,Monday,CUST1560,Returning,Male,30,6,James,Desserts,Ice Cream,3,4.99,14.97,0.95,2.8,16.82,Card,Delivery,3,4.9
ORD00917,02-05-2025,22:34:48,May,Friday,CUST6634,New,Female,46,7,Emily,Main Course,Pasta,3,13.49,40.47,0.07,8.08,48.48,Online,Takeaway,5,13.01
ORD00918,14-08-2025,21:51:31,August,Thursday,CUST4052,Returning,Female,49,18,Emily,Starters,Chicken Wings,5,8.99,44.95,6.23,7.74,46.46,Cash,Delivery,4,11.64
ORD00919,23-09-2025,05:24:34,September,Tuesday,CUST9901,New,Male,32,15,Sophia,Desserts,Ice Cream,3,4.99,14.97,0.96,2.8,16.81,Cash,Delivery,5,3.56
ORD00920,01-06-2025,04:37:25,June,Sunday,CUST2359,New,Female,50,7,Daniel,Main Course,Burger,3,11.99,35.97,2.44,6.71,40.24,Card,Dine-in,3,11.17
ORD00921,01-07-2025,18:59:45,July,Tuesday,CUST9697,New,Female,28,4,Daniel,Main Course,Chicken Biryani,5,14.99,74.95,4.08,14.17,85.04,Online,Dine-in,5,20.17
ORD00922,19-03-2025,15:16:56,March,Wednesday,CUST7567,Returning,Female,51,14,Emily,Drinks,Coffee,3,3.99,11.97,0.09,2.38,14.26,Google Pay,Takeaway,3,4.7
ORD00923,03-06-2025,08:53:32,June,Tuesday,CUST4420,New,Male,44,5,Daniel,Starters,Spring Rolls,3,6.99,20.97,2.23,3.75,22.49,Google Pay,Dine-in,3,6.56
ORD00924,20-07-2025,11:23:39,July,Sunday,CUST6741,New,Male,35,5,David,Main Course,Pasta,4,13.49,53.96,4.79,9.83,59,Cash,Delivery,5,14.13
ORD00925,27-10-2025,04:34:07,October,Monday,CUST6365,New,Male,51,10,Sophia,Main Course,Paneer Butter Masala,4,13.99,55.96,1.2,10.95,65.71,Online,Takeaway,3,15.95
ORD00926,05-12-2025,11:16:53,December,Friday,CUST3517,New,Female,35,2,David,Drinks,Tea,1,2.49,2.49,0.2,0.46,2.75,Apple Pay,Dine-in,5,0.78
ORD00927,27-08-2025,08:48:40,August,Wednesday,CUST2688,New,Female,33,16,David,Drinks,Coffee,4,3.99,15.96,1.82,2.83,16.97,Google Pay,Dine-in,5,4.01
ORD00928,23-02-2025,03:44:13,February,Sunday,CUST6387,Returning,Female,40,3,James,Desserts,Cheesecake,3,6.99,20.97,2.85,3.62,21.74,Cash,Delivery,4,6.27
ORD00929,05-05-2025,01:40:40,May,Monday,CUST8993,Returning,Female,20,20,Sophia,Drinks,Coffee,5,3.99,19.95,1.3,3.73,22.38,Online,Delivery,3,5.41
ORD00930,22-10-2025,20:11:08,October,Wednesday,CUST7911,Returning,Male,40,15,Emily,Starters,Spring Rolls,2,6.99,13.98,0.76,2.64,15.86,Online,Delivery,3,4.64
ORD00931,24-07-2025,22:37:09,July,Thursday,CUST6389,New,Female,44,1,Emily,Drinks,Coke,2,2.99,5.98,0.51,1.09,6.56,Apple Pay,Takeaway,5,1.39
ORD00932,26-06-2025,14:16:09,June,Thursday,CUST8507,Returning,Male,31,18,Olivia,Desserts,Ice Cream,3,4.99,14.97,1,2.79,16.76,Google Pay,Takeaway,3,3.59
ORD00933,13-09-2025,05:37:37,September,Saturday,CUST4728,Returning,Female,24,3,David,Starters,Chicken Wings,3,8.99,26.97,2.49,4.9,29.38,Apple Pay,Delivery,4,8.84
ORD00934,24-11-2025,12:39:34,November,Monday,CUST6744,Returning,Female,41,6,Daniel,Main Course,Pasta,2,13.49,26.98,1.07,5.18,31.09,Apple Pay,Dine-in,3,9.23
ORD00935,08-04-2025,07:28:02,April,Tuesday,CUST3914,Returning,Male,30,3,Sophia,Desserts,Cheesecake,5,6.99,34.95,1.55,6.68,40.08,Online,Delivery,4,11.16
ORD00936,15-05-2025,20:52:48,May,Thursday,CUST7311,New,Female,57,19,Sophia,Main Course,Burger,5,11.99,59.95,3.18,11.35,68.12,Apple Pay,Dine-in,4,15.33
ORD00937,21-01-2025,21:40:50,January,Tuesday,CUST4587,New,Male,46,7,Daniel,Main Course,Butter Chicken,3,15.99,47.97,0.19,9.56,57.34,Cash,Takeaway,3,13.55
ORD00938,11-01-2025,10:43:45,January,Saturday,CUST4149,Returning,Male,51,19,David,Drinks,Fresh Juice,4,4.49,17.96,1.5,3.29,19.75,Online,Takeaway,5,6.58
ORD00939,14-05-2025,07:11:19,May,Wednesday,CUST4845,Returning,Female,22,5,Olivia,Desserts,Brownie,4,5.99,23.96,1.33,4.53,27.16,Card,Delivery,5,8.71
ORD00940,07-03-2025,15:59:40,March,Friday,CUST4732,Returning,Male,47,9,James,Starters,Soup,5,5.99,29.95,1.41,5.71,34.25,Google Pay,Delivery,4,10.59
ORD00941,12-09-2025,14:10:35,September,Friday,CUST1942,Returning,Female,63,5,Sophia,Drinks,Coke,2,2.99,5.98,0.02,1.19,7.15,Apple Pay,Dine-in,5,1.89
ORD00942,22-05-2025,00:08:44,May,Thursday,CUST3184,Returning,Male,60,15,Michael,Desserts,Cheesecake,1,6.99,6.99,0.75,1.25,7.49,Online,Delivery,5,2.02
ORD00943,05-06-2025,20:09:49,June,Thursday,CUST7670,New,Female,18,20,James,Desserts,Ice Cream,5,4.99,24.95,2.99,4.39,26.35,Apple Pay,Delivery,3,7.16
ORD00944,06-02-2025,17:34:24,February,Thursday,CUST3938,New,Male,59,16,Sophia,Starters,Soup,2,5.99,11.98,1.32,2.13,12.79,Apple Pay,Dine-in,3,3.06
ORD00945,26-07-2025,04:10:28,July,Saturday,CUST6624,New,Male,37,12,Daniel,Drinks,Fresh Juice,4,4.49,17.96,1.88,3.22,19.3,Google Pay,Takeaway,4,4.35
ORD00946,16-02-2025,22:58:19,February,Sunday,CUST2336,Returning,Female,24,17,Michael,Main Course,Pizza,4,16.99,67.96,2.04,13.18,79.1,Cash,Delivery,3,19.95
ORD00947,13-10-2025,12:14:06,October,Monday,CUST9669,New,Male,38,13,Michael,Starters,Chicken Wings,1,8.99,8.99,0.23,1.75,10.51,Cash,Delivery,5,3.46
ORD00948,11-07-2025,16:44:00,July,Friday,CUST9768,New,Female,24,5,Olivia,Starters,Garlic Bread,2,4.99,9.98,0.95,1.81,10.84,Online,Dine-in,4,2.93
ORD00949,28-12-2025,07:45:00,December,Sunday,CUST9807,New,Female,36,4,Olivia,Main Course,Butter Chicken,4,15.99,63.96,0.29,12.73,76.4,Card,Delivery,5,16.29
ORD00950,27-03-2025,08:24:22,March,Thursday,CUST6527,Returning,Female,46,4,Sophia,Starters,Soup,2,5.99,11.98,1.08,2.18,13.08,Apple Pay,Dine-in,4,4.36
ORD00951,14-03-2025,11:40:57,March,Friday,CUST1960,Returning,Male,51,3,Olivia,Main Course,Fish & Chips,2,17.99,35.98,4.29,6.34,38.03,Online,Delivery,5,8.12
ORD00952,26-12-2025,12:19:03,December,Friday,CUST4244,Returning,Female,43,14,David,Drinks,Coffee,3,3.99,11.97,0.58,2.28,13.67,Cash,Takeaway,3,3.61
ORD00953,09-09-2025,15:30:37,September,Tuesday,CUST9152,Returning,Male,51,2,Emma,Starters,Chicken Wings,5,8.99,44.95,3.26,8.34,50.03,Cash,Takeaway,5,12.85
ORD00954,20-10-2025,23:33:59,October,Monday,CUST5963,Returning,Male,40,18,James,Main Course,Burger,1,11.99,11.99,0.96,2.21,13.24,Google Pay,Delivery,5,2.84
ORD00955,26-09-2025,09:53:46,September,Friday,CUST4042,New,Female,22,7,Emily,Main Course,Burger,1,11.99,11.99,1.64,2.07,12.42,Card,Delivery,5,2.74
ORD00956,10-11-2025,21:29:12,November,Monday,CUST5758,New,Male,60,11,Daniel,Starters,Spring Rolls,4,6.99,27.96,0.86,5.42,32.52,Google Pay,Dine-in,4,9.58
ORD00957,25-07-2025,20:41:09,July,Friday,CUST5230,Returning,Female,31,9,David,Starters,Garlic Bread,2,4.99,9.98,0.9,1.82,10.9,Cash,Takeaway,4,3.12
ORD00958,13-07-2025,18:17:26,July,Sunday,CUST7479,New,Female,26,8,Sophia,Desserts,Ice Cream,4,4.99,19.96,0.76,3.84,23.04,Cash,Dine-in,3,4.83
ORD00959,08-09-2025,16:43:12,September,Monday,CUST5202,Returning,Female,52,10,Michael,Starters,Garlic Bread,5,4.99,24.95,1.23,4.74,28.46,Online,Takeaway,3,9.29
ORD00960,03-03-2025,15:09:06,March,Monday,CUST3082,New,Female,48,4,Sophia,Drinks,Coffee,1,3.99,3.99,0.33,0.73,4.39,Card,Dine-in,4,1.19
ORD00961,05-04-2025,03:04:36,April,Saturday,CUST3338,Returning,Male,60,17,Emma,Starters,Spring Rolls,2,6.99,13.98,0.91,2.61,15.68,Card,Delivery,4,3.99
ORD00962,23-01-2025,05:44:33,January,Thursday,CUST3875,Returning,Female,30,2,David,Starters,Garlic Bread,3,4.99,14.97,1.93,2.61,15.65,Google Pay,Dine-in,4,3.75
ORD00963,16-09-2025,20:21:06,September,Tuesday,CUST8190,New,Female,22,8,Michael,Starters,Garlic Bread,2,4.99,9.98,0.94,1.81,10.85,Online,Dine-in,3,2.72
ORD00964,08-10-2025,05:24:01,October,Wednesday,CUST9753,New,Male,64,11,Olivia,Desserts,Ice Cream,1,4.99,4.99,0.51,0.9,5.38,Cash,Dine-in,3,1.4
ORD00965,17-12-2025,05:11:21,December,Wednesday,CUST7349,New,Male,58,2,Sophia,Main Course,Chicken Biryani,4,14.99,59.96,0.03,11.99,71.92,Cash,Delivery,4,15.51
ORD00966,20-10-2025,12:49:40,October,Monday,CUST4893,Returning,Female,40,15,Emily,Drinks,Tea,5,2.49,12.45,0.72,2.35,14.08,Card,Takeaway,5,4.53
ORD00967,04-07-2025,15:56:20,July,Friday,CUST7364,Returning,Male,41,1,David,Main Course,Butter Chicken,3,15.99,47.97,4.58,8.68,52.07,Apple Pay,Dine-in,3,11.98
ORD00968,24-08-2025,04:52:26,August,Sunday,CUST4409,Returning,Female,44,15,Emily,Drinks,Coffee,4,3.99,15.96,0.3,3.13,18.79,Google Pay,Takeaway,4,5.39
ORD00969,06-07-2025,21:26:33,July,Sunday,CUST5030,New,Male,54,7,Olivia,Desserts,Brownie,4,5.99,23.96,0.48,4.7,28.18,Google Pay,Delivery,4,7.74
ORD00970,11-07-2025,03:00:59,July,Friday,CUST8410,Returning,Female,21,7,Emma,Desserts,Ice Cream,4,4.99,19.96,0.42,3.91,23.45,Apple Pay,Delivery,3,5.2
ORD00971,04-12-2025,16:24:54,December,Thursday,CUST4382,Returning,Male,35,19,Daniel,Drinks,Fresh Juice,2,4.49,8.98,1.27,1.54,9.25,Google Pay,Delivery,3,1.96
ORD00972,19-03-2025,16:20:45,March,Wednesday,CUST8973,Returning,Male,61,4,Sophia,Drinks,Tea,4,2.49,9.96,0.37,1.92,11.51,Cash,Dine-in,3,3.46
ORD00973,28-01-2025,21:37:19,January,Tuesday,CUST3467,New,Female,22,12,Olivia,Desserts,Ice Cream,3,4.99,14.97,2.09,2.58,15.46,Online,Takeaway,4,3.91
ORD00974,23-06-2025,13:32:05,June,Monday,CUST3490,New,Female,25,18,David,Main Course,Pizza,3,16.99,50.97,0.78,10.04,60.23,Card,Delivery,5,16.78
ORD00975,18-11-2025,23:27:41,November,Tuesday,CUST3402,Returning,Male,20,5,David,Drinks,Tea,2,2.49,4.98,0.73,0.85,5.1,Google Pay,Takeaway,4,1.49
ORD00976,29-03-2025,08:21:43,March,Saturday,CUST1325,Returning,Female,39,3,Olivia,Starters,Chicken Wings,4,8.99,35.96,3.15,6.56,39.37,Cash,Dine-in,3,9.1
ORD00977,16-11-2025,20:06:53,November,Sunday,CUST4229,Returning,Female,63,3,Olivia,Desserts,Cheesecake,4,6.99,27.96,3.84,4.82,28.94,Online,Takeaway,3,6.43
ORD00978,15-11-2025,08:47:26,November,Saturday,CUST5591,New,Female,38,6,James,Drinks,Coffee,3,3.99,11.97,1.53,2.09,12.53,Card,Delivery,4,2.91
ORD00979,15-05-2025,02:33:38,May,Thursday,CUST8505,New,Female,53,2,Daniel,Drinks,Fresh Juice,3,4.49,13.47,0.08,2.68,16.07,Online,Dine-in,5,4.85
ORD00980,21-10-2025,20:56:03,October,Tuesday,CUST7363,New,Female,62,13,Olivia,Starters,Chicken Wings,4,8.99,35.96,1.08,6.98,41.86,Apple Pay,Delivery,4,11.18
ORD00981,28-07-2025,06:57:32,July,Monday,CUST9008,Returning,Female,23,15,Sophia,Desserts,Ice Cream,3,4.99,14.97,1.61,2.67,16.03,Apple Pay,Delivery,3,4.45
ORD00982,12-01-2025,16:29:26,January,Sunday,CUST3523,New,Male,22,1,James,Main Course,Veg Biryani,2,12.99,25.98,0.29,5.14,30.83,Apple Pay,Delivery,3,7.86
ORD00983,21-03-2025,14:58:19,March,Friday,CUST3272,New,Male,29,3,Sophia,Drinks,Tea,1,2.49,2.49,0.23,0.45,2.71,Cash,Takeaway,5,0.58
ORD00984,30-04-2025,00:55:48,April,Wednesday,CUST4156,Returning,Male,63,16,Daniel,Main Course,Chicken Biryani,1,14.99,14.99,0.87,2.82,16.94,Google Pay,Takeaway,5,4.85
ORD00985,13-12-2025,04:01:41,December,Saturday,CUST4239,Returning,Male,52,19,Emma,Starters,Soup,2,5.99,11.98,0.91,2.21,13.28,Cash,Delivery,3,2.9
ORD00986,07-04-2025,03:40:49,April,Monday,CUST5861,Returning,Female,31,14,Michael,Main Course,Burger,2,11.99,23.98,0.58,4.68,28.08,Apple Pay,Delivery,3,8.08
ORD00987,29-09-2025,02:21:08,September,Monday,CUST2028,Returning,Female,64,2,David,Starters,Chicken Wings,3,8.99,26.97,3.05,4.78,28.7,Cash,Delivery,5,6.21
ORD00988,17-08-2025,23:09:06,August,Sunday,CUST6922,New,Female,64,11,Emily,Starters,Spring Rolls,3,6.99,20.97,1.85,3.82,22.94,Apple Pay,Delivery,4,7.41
ORD00989,09-07-2025,23:30:35,July,Wednesday,CUST4117,New,Male,20,12,David,Drinks,Tea,4,2.49,9.96,0.47,1.9,11.39,Google Pay,Takeaway,4,3.79
ORD00990,26-07-2025,15:04:51,July,Saturday,CUST7317,Returning,Male,26,11,David,Drinks,Fresh Juice,4,4.49,17.96,0.41,3.51,21.06,Card,Takeaway,4,6.33
ORD00991,08-01-2025,14:12:32,January,Wednesday,CUST2553,New,Female,48,5,Michael,Drinks,Coffee,2,3.99,7.98,0.71,1.45,8.72,Apple Pay,Dine-in,3,2.02
ORD00992,12-09-2025,19:59:14,September,Friday,CUST5549,New,Male,49,20,Emily,Drinks,Coffee,3,3.99,11.97,1.49,2.1,12.58,Google Pay,Takeaway,3,3.96
ORD00993,07-09-2025,10:57:39,September,Sunday,CUST8810,Returning,Male,33,17,Emily,Starters,Chicken Wings,1,8.99,8.99,0.09,1.78,10.68,Card,Takeaway,4,2.66
ORD00994,07-01-2025,13:21:04,January,Tuesday,CUST8028,New,Male,51,10,Olivia,Desserts,Cheesecake,2,6.99,13.98,0.71,2.65,15.92,Apple Pay,Delivery,3,3.94
ORD00995,09-07-2025,12:49:01,July,Wednesday,CUST4431,Returning,Male,38,16,Michael,Drinks,Coke,1,2.99,2.99,0.2,0.56,3.35,Online,Takeaway,5,0.87
ORD00996,19-06-2025,18:12:26,June,Thursday,CUST4750,New,Male,49,19,Emily,Main Course,Butter Chicken,3,15.99,47.97,5.62,8.47,50.82,Cash,Takeaway,5,14.22
ORD00997,18-02-2025,10:40:49,February,Tuesday,CUST8580,Returning,Male,46,13,Emma,Drinks,Coffee,5,3.99,19.95,0.96,3.8,22.79,Apple Pay,Delivery,3,6.26
ORD00998,06-07-2025,01:13:00,July,Sunday,CUST6835,Returning,Male,35,11,Emily,Starters,Soup,2,5.99,11.98,0.4,2.32,13.9,Apple Pay,Delivery,5,2.9
ORD00999,13-04-2025,00:57:56,April,Sunday,CUST4193,Returning,Male,42,14,James,Main Course,Veg Biryani,3,12.99,38.97,4.29,6.94,41.62,Apple Pay,Takeaway,3,12.5
ORD01000,15-03-2025,07:37:09,March,Saturday,CUST2289,Returning,Female,27,15,David,Desserts,Ice Cream,1,4.99,4.99,0.49,0.9,5.4,Online,Dine-in,5,1.64
